time,client_platform,client_reputation,content_length,content_type,dest_ip,host,http_domain,ip_bytes_in,ip_bytes_out,login_result,referer,session_id,session_state,source_ip,total_byte_in,total_byte_out,uri_path,uri_query,username,waf_detected,waf_policy,waf_severity,waf_sig_name,waf_status,waf_support_id
2020-04-29T01:52:49.674,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"42,974","1,313,907",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"10,351","9,313",/search,keyword=res.end%28require%28%27fs%27%29.readdirSync%28%27.%27%29.toString%28%29%29,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_SERVER_SIDE_CODE_INJECTION,/Common/f5bd_wafpolicy,Error,{JavaScript Code Injection - require(); (Parameter)},alarmed,6561110780036880000
2020-04-29T01:52:39.583,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"34,902","930,605",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"10,351","9,313",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823580000
2020-04-29T01:52:39.268,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"33,466","918,986",allow,https://oauth.landing.f5sgdemo.com/,741ed276,allow,175.45.176.100,"10,351","9,313",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:52:36.385,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"32,153","918,090",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"10,351","9,313",/search,keyword=res.end%28require%28%27child_process%27%29.execSync%28%27cp+.%2FPI*.zip+.%2FJames.zip%27%29%29,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_SERVER_SIDE_CODE_INJECTION,/Common/f5bd_wafpolicy,Error,{JavaScript Code Injection - require(); (Parameter)},alarmed,6561110780036880000
2020-04-29T01:52:25.178,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"28,325","533,445",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"5,197","5,709",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823580000
2020-04-29T01:52:24.698,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"26,761","521,060",allow,https://oauth.landing.f5sgdemo.com/,741ed276,allow,175.45.176.100,"5,197","5,709",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:52:21.100,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"25,448","520,068",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"5,197","5,709",/search,keyword=res.end%28require%28%27fs%27%29.readdirSync%28%27.%27%29.toString%28%29%29,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_SERVER_SIDE_CODE_INJECTION,/Common/f5bd_wafpolicy,Error,{JavaScript Code Injection - require(); (Parameter)},alarmed,6561110780036880000
2020-04-29T01:52:09.253,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"10,096","133,375",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"5,197","5,709",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823580000
2020-04-29T01:52:08.733,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"8,608","121,756",allow,https://oauth.landing.f5sgdemo.com/,741ed276,allow,175.45.176.100,"5,197","5,709",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:52:04.973,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"7,295","119,525",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"5,197","5,709",/search,keyword=res.end%28require%28%27fs%27%29.readFileSync%28%27%2Fetc%2Fpasswd%27%29.toString%28%29%29,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_SERVER_SIDE_CODE_INJECTION,/Common/f5bd_wafpolicy,Error,{JavaScript Code Injection - require(); (Parameter)},alarmed,6561110780036880000
2020-04-29T01:51:42.456,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,004",467,allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"1,663","1,903",/js/chart.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823580000
2020-04-29T01:51:42.454,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"25,347","483,825",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"1,663","1,903",/js/dropzone.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:51:42.450,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,009",519,allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"1,663","1,903",/js/popper.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:51:42.449,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,012",519,allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"1,663","1,903",/js/bootstrap.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:42.445,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,003",519,allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"1,663","1,903",/js/main.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:42.412,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"21,164","390,461",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"1,663","1,903",/js/jquery-3.3.1.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:51:42.409,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"4,761","13,989",allow,https://www.f5bdtest.com/pf/Users/james,741ed276,allow,175.45.176.100,"1,663","1,903",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:51:42.113,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"3,273","2,370",allow,https://oauth.landing.f5sgdemo.com/,741ed276,allow,175.45.176.100,"1,663","1,903",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:42.034,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"4,010","23,655",not_started,https://oauth.landing.f5sgdemo.com/,741ed276,,175.45.176.100,"1,663","1,903",/oauth/client/redirect,code=ecaa4fdc5fea0afad6962e5d3733a3100d29ddb73b6d817e910b2348fd245461&state=5r-GW13APgKC6A__1b_Z3Rg,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6561110780036880000
2020-04-29T01:51:34.163,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"6,414","93,478",not_started,https://www.f5bdtest.com/,741ed276,,175.45.176.100,0,0,/my.policy,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:34.131,,,81,application/x-www-form-urlencoded,192.168.10.101,192.168.10.101,www.f5bdtest.com,"5,567","63,183",,https://www.f5bdtest.com/,,,175.45.176.100,,,/login/oauth,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:32.740,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,922",519,,https://www.f5bdtest.com/,,,175.45.176.100,,,/js/bootstrap.min.js,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:32.740,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,913",519,,https://www.f5bdtest.com/,,,175.45.176.100,,,/js/main.js,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:32.739,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,919",467,,https://www.f5bdtest.com/,,,175.45.176.100,,,/js/popper.min.js,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823580000
2020-04-29T01:51:32.733,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,925",519,,https://www.f5bdtest.com/,,,175.45.176.100,,,/js/jquery-3.3.1.min.js,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:32.697,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"3,297","4,569",,https://www.f5bdtest.com/,,,175.45.176.100,,,/style.css,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:51:32.571,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,159","1,827",,,,,175.45.176.100,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:51:18.764,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,140","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:51:18.744,,,,,192.168.10.101,192.168.10.101,,"1,114","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:51:18.714,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com:443,"1,283","1,827",,,,,175.45.178.55,,,/my.logout.php3,errorcode=19,,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:51:18.697,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com:443,"1,265","1,827",,,,,175.45.178.55,,,/my.policy,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:51:18.606,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,262","1,827",,,,,175.45.178.55,,,/evox/about,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,13475394135252100000
2020-04-29T01:51:18.598,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,257","1,827",,,,,175.45.178.55,,,/HNAP1,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823630000
2020-04-29T01:51:18.579,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,276","1,827",,,,,175.45.178.55,,,/nmaplowercheck1588096281,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,13475394135252100000
2020-04-29T01:49:57.667,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:49:17.815,,,,,192.168.10.101,192.168.10.101,,"1,114","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:48:53.697,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,140","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:48:53.675,,,,,192.168.10.101,192.168.10.101,,"1,114","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:48:52.435,,,1.84E+19,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,186","1,827",,,,,175.45.178.55,,,/IPHTTPS,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_HTTP_PARSER_ATTACK ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823630000
2020-04-29T01:48:51.432,,,1.84E+19,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,291","1,827",,,,,175.45.178.55,,,/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_HTTP_PARSER_ATTACK ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:48:46.566,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,315","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:48:46.417,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,317","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:48:46.268,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,317","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823850000
2020-04-29T01:48:46.119,,,556,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,902","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_JSON_PARSER_ATTACK,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823630000
2020-04-29T01:48:46.119,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,315","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:48:45.970,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,316","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823850000
2020-04-29T01:48:45.920,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,325","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:48:45.820,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,256","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:48:45.820,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,313","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:48:45.719,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,252","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:48:45.669,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com:443,"1,283","1,827",,,,,175.45.178.55,,,/my.logout.php3,errorcode=19,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:48:45.669,,,0,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,272","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:48:45.669,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,314","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:48:45.566,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,263","1,827",,,,,175.45.178.55,,,/favicon.ico,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823910000
2020-04-29T01:48:45.566,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,262","1,827",,,,,175.45.178.55,,,/evox/about,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823580000
2020-04-29T01:48:45.517,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com:443,"1,265","1,827",,,,,175.45.178.55,,,/my.policy,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:48:45.517,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,257","1,827",,,,,175.45.178.55,,,/HNAP1,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823850000
2020-04-29T01:48:45.517,,,0,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,286","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823910000
2020-04-29T01:48:45.515,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,253","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_HTTP_PARSER_ATTACK,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:48:45.515,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,313","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:48:45.409,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,256","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:48:45.409,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,276","1,827",,,,,175.45.178.55,,,/nmaplowercheck1588096128,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823580000
2020-04-29T01:48:45.409,,,88,application/x-www-form-urlencoded,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,410","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823630000
2020-04-29T01:48:45.409,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,256","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823910000
2020-04-29T01:48:45.409,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,262","1,827",,,,,175.45.178.55,,,/robots.txt,,,ATTACK_TYPE_BUFFER_OVERFLOW ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823910000
2020-04-29T01:48:45.408,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,252","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:48:45.408,,,441,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,718","1,827",,,,,175.45.178.55,,,/sdk,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823580000
2020-04-29T01:48:45.408,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,314","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823580000
2020-04-29T01:48:45.408,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,267","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:48:45.408,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,261","1,827",,,,,175.45.178.55,,,/.git/HEAD,,,ATTACK_TYPE_PREDICTABLE_RESOURCE_LOCATION ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,"{""""/.git/"""" access}",alarmed,6018701494823630000
2020-04-29T01:48:45.408,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,267","1,827",,,,,175.45.178.55,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823910000
2020-04-29T01:46:40.416,,,,,192.168.10.101,192.168.10.101,,"1,114","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:46:02.579,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:43:47.285,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,140","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:43:47.262,,,,,192.168.10.101,192.168.10.101,,"1,114","1,827",,,,,175.45.178.55,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:43:47.235,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com:443,"1,283","1,827",,,,,175.45.178.55,,,/my.logout.php3,errorcode=19,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:43:47.216,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com:443,"1,265","1,827",,,,,175.45.178.55,,,/my.policy,,,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:43:47.126,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,257","1,827",,,,,175.45.178.55,,,/HNAP1,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,13475394135252100000
2020-04-29T01:43:47.118,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,262","1,827",,,,,175.45.178.55,,,/evox/about,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823850000
2020-04-29T01:43:47.095,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,276","1,827",,,,,175.45.178.55,,,/nmaplowercheck1588095830,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,13475394135252100000
2020-04-29T01:43:47.095,,,441,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,718","1,827",,,,,175.45.178.55,,,/sdk,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,13475394135252100000
2020-04-29T01:41:46.148,,,,,192.168.10.101,192.168.10.101,,"1,114","1,827",,,,,104.187.26.28,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:41:04.240,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,140","1,827",,,,,159.76.231.93,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:41:04.215,,,,,192.168.10.101,192.168.10.101,,"1,114","1,827",,,,,148.6.57.157,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:41:02.974,,,1.84E+19,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,186","1,827",,,,,95.192.226.97,,,/IPHTTPS,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_HTTP_PARSER_ATTACK ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823580000
2020-04-29T01:41:01.973,,,1.84E+19,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,291","1,827",,,,,62.206.63.149,,,/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_HTTP_PARSER_ATTACK ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:40:57.158,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,315","1,827",,,,,129.6.173.131,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6561110780036880000
2020-04-29T01:40:57.009,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,317","1,827",,,,,139.79.163.236,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:40:56.859,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,317","1,827",,,,,118.246.16.40,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823850000
2020-04-29T01:40:56.809,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,263","1,827",,,,,130.104.5.132,,,/favicon.ico,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:40:56.709,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,315","1,827",,,,,97.180.129.141,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823850000
2020-04-29T01:40:56.609,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,252","1,827",,,,,131.64.68.233,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:40:56.559,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,316","1,827",,,,,96.25.134.103,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:40:56.422,,,556,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,902","1,827",,,,,49.154.166.54,,,/,,,ATTACK_TYPE_JSON_PARSER_ATTACK,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823850000
